Book,Treatment,T Type,Treatment filter,AI Name (Rule),Description (Rule),AI filter,Type,Trigger,AggrLevel,Posting Field,D/C,Mapped Account,Account,Account filter,Category,Description,ReversalMethod,StartDate,EndDate,RollingConv,HistAmend,Suppress,RevExclusion,RevFreq,ExcludeFXConv,FXConvDate,Periodic
Treasury,FX NDF,Trade,A_TR_FXNDF,FX_MF_Trade Date Termination Fee,FX Termination Fee on Trade Date,A_AI_MF_TerminationFee,Money Flow,End of Day,Contract Trade Number,Cash Analysis Projected,Debit,FX Unwind Settlement Payable,03-007 FX Unwind Settlement Payable,A_AC_Neg,Balance Sheet,,Reverse and Replace,Accounting Moneyflow Trade Time,Accounting Moneyflow Trade Time,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FX NDF,Trade,A_TR_FXNDF,FX_MF_Trade Date Termination Fee,FX Termination Fee on Trade Date,A_AI_MF_TerminationFee,Money Flow,End of Day,Contract Trade Number,Cash Analysis Projected,Debit,FX Unwind Settlement Receivable,01-007 FX Unwind Settlement Receivable,A_AC_Pos,Balance Sheet,,Reverse and Replace,Accounting Moneyflow Trade Time,Accounting Moneyflow Trade Time,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FX NDF,Trade,A_TR_FXNDF,FX_TD_Closing Date OffBalance Principal,FX OffBalance on Closing Date,A_AI_TD_Close,Trade,End of Day,Contract Trade Number,Nominal Amount Accounting,Debit,FX Forward - Principal Buy - Offbalance,01-004 FX Forward - Principal Buy - Offbalance,A_AC_Neg,Off Balance Sheet,,Reverse and Replace,Accounting Instrument Expiry Date,Accounting Instrument Expiry Date,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FX NDF,Trade,A_TR_FXNDF,FX_TD_Closing Date OffBalance Principal,FX OffBalance on Closing Date,A_AI_TD_Close,Trade,End of Day,Contract Trade Number,Nominal Amount Accounting Currency 2,Debit,FX Forward - Principal Buy - Offbalance,01-004 FX Forward - Principal Buy - Offbalance,A_AC_Neg,Off Balance Sheet,,Reverse and Replace,Accounting Instrument Expiry Date,Accounting Instrument Expiry Date,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FX NDF,Trade,A_TR_FXNDF,FX_TD_Closing Date OffBalance Principal,FX OffBalance on Closing Date,A_AI_TD_Close,Trade,End of Day,Contract Trade Number,Nominal Amount Accounting,Credit,FX Forward - Principal Buy Contra - Offbalance,03-004 FX Forward - Principal Buy Contra - Offbalance,A_AC_Pos,Off Balance Sheet,,Reverse and Replace,Accounting Instrument Expiry Date,Accounting Instrument Expiry Date,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FX NDF,Trade,A_TR_FXNDF,FX_TD_Closing Date OffBalance Principal,FX OffBalance on Closing Date,A_AI_TD_Close,Trade,End of Day,Contract Trade Number,Nominal Amount Accounting Currency 2,Credit,FX Forward - Principal Buy Contra - Offbalance,03-004 FX Forward - Principal Buy Contra - Offbalance,A_AC_Pos,Off Balance Sheet,,Reverse and Replace,Accounting Instrument Expiry Date,Accounting Instrument Expiry Date,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FX NDF,Trade,A_TR_FXNDF,FX_TD_Closing Date OffBalance Principal,FX OffBalance on Closing Date,A_AI_TD_Close,Trade,End of Day,Contract Trade Number,Nominal Amount Accounting,Debit,FX Forward - Principal Sell - Offbalance,03-005 FX Forward - Principal Sell - Offbalance,A_AC_Pos,Off Balance Sheet,,Reverse and Replace,Accounting Instrument Expiry Date,Accounting Instrument Expiry Date,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FX NDF,Trade,A_TR_FXNDF,FX_TD_Closing Date OffBalance Principal,FX OffBalance on Closing Date,A_AI_TD_Close,Trade,End of Day,Contract Trade Number,Nominal Amount Accounting Currency 2,Debit,FX Forward - Principal Sell - Offbalance,03-005 FX Forward - Principal Sell - Offbalance,A_AC_Pos,Off Balance Sheet,,Reverse and Replace,Accounting Instrument Expiry Date,Accounting Instrument Expiry Date,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FX NDF,Trade,A_TR_FXNDF,FX_TD_Closing Date OffBalance Principal,FX OffBalance on Closing Date,A_AI_TD_Close,Trade,End of Day,Contract Trade Number,Nominal Amount Accounting,Credit,FX Forward - Principal Sell Contra - Offbalance,01-005 FX Forward - Principal Sell Contra - Offbalance,A_AC_Neg,Off Balance Sheet,,Reverse and Replace,Accounting Instrument Expiry Date,Accounting Instrument Expiry Date,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FX NDF,Trade,A_TR_FXNDF,FX_TD_Closing Date OffBalance Principal,FX OffBalance on Closing Date,A_AI_TD_Close,Trade,End of Day,Contract Trade Number,Nominal Amount Accounting Currency 2,Credit,FX Forward - Principal Sell Contra - Offbalance,01-005 FX Forward - Principal Sell Contra - Offbalance,A_AC_Neg,Off Balance Sheet,,Reverse and Replace,Accounting Instrument Expiry Date,Accounting Instrument Expiry Date,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FX NDF,Trade,A_TR_FXNDF,FX_TD_Daily Mark-to-Market NDF,FX Daily Mark to Market for NDF,A_AI_TD_All,Trade,End of Day,Contract Trade Number,Portfolio Value,Debit,FX - Reval Exchange,01-008 FX - Reval Exchange,A_AC_All,Balance Sheet,,Reverse and Replace,Accounting Trade Time,Accounting Expiry Day-1 Business Day,Mod. Following,No,No,None,Daily,No,,Yes
Treasury,FX NDF,Trade,A_TR_FXNDF,FX_TD_Daily Mark-to-Market NDF,FX Daily Mark to Market for NDF,A_AI_TD_All,Trade,End of Day,Contract Trade Number,Portfolio Value,Credit,FX - Reval Exchange PL,05-003 FX - Reval Exchange PL,A_AC_All,Revenue Sheet,,Reverse and Replace,Accounting Trade Time,Accounting Expiry Day-1 Business Day,Mod. Following,No,No,None,Daily,No,,Yes
Treasury,FX NDF,Trade,A_TR_FXNDF,FX_TD_Expiry Date OffBalance Principal,FX OffBalance on Expiry Date,A_AI_TD_All,Trade,End of Day,Contract Trade Number,Nominal Amount Accounting,Credit,FX Forward - Principal Buy - Offbalance,01-004 FX Forward - Principal Buy - Offbalance,A_AC_Buy_Contract,Off Balance Sheet,,Reverse and Replace,Accounting Instrument Expiry Date,Accounting Instrument Expiry Date,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FX NDF,Trade,A_TR_FXNDF,FX_TD_Expiry Date OffBalance Principal,FX OffBalance on Expiry Date,A_AI_TD_All,Trade,End of Day,Contract Trade Number,Nominal Amount Accounting Currency 2,Credit,FX Forward - Principal Buy - Offbalance,01-004 FX Forward - Principal Buy - Offbalance,A_AC_Sell_Contract,Off Balance Sheet,,Reverse and Replace,Accounting Instrument Expiry Date,Accounting Instrument Expiry Date,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FX NDF,Trade,A_TR_FXNDF,FX_TD_Expiry Date OffBalance Principal,FX OffBalance on Expiry Date,A_AI_TD_All,Trade,End of Day,Contract Trade Number,Nominal Amount Accounting,Debit,FX Forward - Principal Buy Contra - Offbalance,03-004 FX Forward - Principal Buy Contra - Offbalance,A_AC_Buy_Contract,Off Balance Sheet,,Reverse and Replace,Accounting Instrument Expiry Date,Accounting Instrument Expiry Date,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FX NDF,Trade,A_TR_FXNDF,FX_TD_Expiry Date OffBalance Principal,FX OffBalance on Expiry Date,A_AI_TD_All,Trade,End of Day,Contract Trade Number,Nominal Amount Accounting Currency 2,Debit,FX Forward - Principal Buy Contra - Offbalance,03-004 FX Forward - Principal Buy Contra - Offbalance,A_AC_Sell_Contract,Off Balance Sheet,,Reverse and Replace,Accounting Instrument Expiry Date,Accounting Instrument Expiry Date,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FX NDF,Trade,A_TR_FXNDF,FX_TD_Expiry Date OffBalance Principal,FX OffBalance on Expiry Date,A_AI_TD_All,Trade,End of Day,Contract Trade Number,Nominal Amount Accounting,Credit,FX Forward - Principal Sell - Offbalance,03-005 FX Forward - Principal Sell - Offbalance,A_AC_Sell_Contract,Off Balance Sheet,,Reverse and Replace,Accounting Instrument Expiry Date,Accounting Instrument Expiry Date,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FX NDF,Trade,A_TR_FXNDF,FX_TD_Expiry Date OffBalance Principal,FX OffBalance on Expiry Date,A_AI_TD_All,Trade,End of Day,Contract Trade Number,Nominal Amount Accounting Currency 2,Credit,FX Forward - Principal Sell - Offbalance,03-005 FX Forward - Principal Sell - Offbalance,A_AC_Buy_Contract,Off Balance Sheet,,Reverse and Replace,Accounting Instrument Expiry Date,Accounting Instrument Expiry Date,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FX NDF,Trade,A_TR_FXNDF,FX_TD_Expiry Date OffBalance Principal,FX OffBalance on Expiry Date,A_AI_TD_All,Trade,End of Day,Contract Trade Number,Nominal Amount Accounting,Debit,FX Forward - Principal Sell Contra - Offbalance,01-005 FX Forward - Principal Sell Contra - Offbalance,A_AC_Sell_Contract,Off Balance Sheet,,Reverse and Replace,Accounting Instrument Expiry Date,Accounting Instrument Expiry Date,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FX NDF,Trade,A_TR_FXNDF,FX_TD_Expiry Date OffBalance Principal,FX OffBalance on Expiry Date,A_AI_TD_All,Trade,End of Day,Contract Trade Number,Nominal Amount Accounting Currency 2,Debit,FX Forward - Principal Sell Contra - Offbalance,01-005 FX Forward - Principal Sell Contra - Offbalance,A_AC_Buy_Contract,Off Balance Sheet,,Reverse and Replace,Accounting Instrument Expiry Date,Accounting Instrument Expiry Date,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FX NDF,Trade,A_TR_FXNDF,FX_TD_Trade Date OffBalance Principal,FX OffBalance on Trade Date,A_AI_TD_Normal,Trade,End of Day,Contract Trade Number,Nominal Amount Accounting,Debit,FX Forward - Principal Buy - Offbalance,01-004 FX Forward - Principal Buy - Offbalance,A_AC_Pos,Off Balance Sheet,,Reverse and Replace,Accounting Trade Time,Accounting Trade Time,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FX NDF,Trade,A_TR_FXNDF,FX_TD_Trade Date OffBalance Principal,FX OffBalance on Trade Date,A_AI_TD_Normal,Trade,End of Day,Contract Trade Number,Nominal Amount Accounting Currency 2,Debit,FX Forward - Principal Buy - Offbalance,01-004 FX Forward - Principal Buy - Offbalance,A_AC_Pos,Off Balance Sheet,,Reverse and Replace,Accounting Trade Time,Accounting Trade Time,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FX NDF,Trade,A_TR_FXNDF,FX_TD_Trade Date OffBalance Principal,FX OffBalance on Trade Date,A_AI_TD_Normal,Trade,End of Day,Contract Trade Number,Nominal Amount Accounting,Credit,FX Forward - Principal Buy Contra - Offbalance,03-004 FX Forward - Principal Buy Contra - Offbalance,A_AC_Neg,Off Balance Sheet,,Reverse and Replace,Accounting Trade Time,Accounting Trade Time,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FX NDF,Trade,A_TR_FXNDF,FX_TD_Trade Date OffBalance Principal,FX OffBalance on Trade Date,A_AI_TD_Normal,Trade,End of Day,Contract Trade Number,Nominal Amount Accounting Currency 2,Credit,FX Forward - Principal Buy Contra - Offbalance,03-004 FX Forward - Principal Buy Contra - Offbalance,A_AC_Neg,Off Balance Sheet,,Reverse and Replace,Accounting Trade Time,Accounting Trade Time,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FX NDF,Trade,A_TR_FXNDF,FX_TD_Trade Date OffBalance Principal,FX OffBalance on Trade Date,A_AI_TD_Normal,Trade,End of Day,Contract Trade Number,Nominal Amount Accounting,Debit,FX Forward - Principal Sell - Offbalance,03-005 FX Forward - Principal Sell - Offbalance,A_AC_Neg,Off Balance Sheet,,Reverse and Replace,Accounting Trade Time,Accounting Trade Time,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FX NDF,Trade,A_TR_FXNDF,FX_TD_Trade Date OffBalance Principal,FX OffBalance on Trade Date,A_AI_TD_Normal,Trade,End of Day,Contract Trade Number,Nominal Amount Accounting Currency 2,Debit,FX Forward - Principal Sell - Offbalance,03-005 FX Forward - Principal Sell - Offbalance,A_AC_Neg,Off Balance Sheet,,Reverse and Replace,Accounting Trade Time,Accounting Trade Time,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FX NDF,Trade,A_TR_FXNDF,FX_TD_Trade Date OffBalance Principal,FX OffBalance on Trade Date,A_AI_TD_Normal,Trade,End of Day,Contract Trade Number,Nominal Amount Accounting,Credit,FX Forward - Principal Sell Contra - Offbalance,01-005 FX Forward - Principal Sell Contra - Offbalance,A_AC_Pos,Off Balance Sheet,,Reverse and Replace,Accounting Trade Time,Accounting Trade Time,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FX NDF,Trade,A_TR_FXNDF,FX_TD_Trade Date OffBalance Principal,FX OffBalance on Trade Date,A_AI_TD_Normal,Trade,End of Day,Contract Trade Number,Nominal Amount Accounting Currency 2,Credit,FX Forward - Principal Sell Contra - Offbalance,01-005 FX Forward - Principal Sell Contra - Offbalance,A_AC_Pos,Off Balance Sheet,,Reverse and Replace,Accounting Trade Time,Accounting Trade Time,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FXO,Trade,A_TR_FXO,FX Option_TD_Daily Mark to Market,Daily revaluation for FX Option,A_AI_TD_All,Trade,End of Day,Contract Trade Number,Portfolio Unrealized Profit and Loss,Debit,FX Option - Asset,01-016 FX Option - Asset,A_AC_Pos,Balance Sheet,,Reverse and Replace,Accounting Trade Time,Accounting Instrument Expiry Date,Mod. Following,No,No,None,Daily,No,,Yes
Treasury,FXO,Trade,A_TR_FXO,FX Option_TD_Daily Mark to Market,Daily revaluation for FX Option,A_AI_TD_All,Trade,End of Day,Contract Trade Number,Portfolio Unrealized Profit and Loss,Debit,FX Option - Liabilities,03-016 FX Option - Liabilities,A_AC_Neg,Balance Sheet,,Reverse and Replace,Accounting Trade Time,Accounting Instrument Expiry Date,Mod. Following,No,No,None,Daily,No,,Yes
Treasury,FXO,Trade,A_TR_FXO,FX Option_TD_Daily Mark to Market,Daily revaluation for FX Option,A_AI_TD_All,Trade,End of Day,Contract Trade Number,Portfolio Unrealized Profit and Loss,Credit,FX Option - MTM Reval,05-005 FX Option - MTM Reval,A_AC_All,Revenue Sheet,,Reverse and Replace,Accounting Trade Time,Accounting Instrument Expiry Date,Mod. Following,No,No,None,Daily,No,,Yes
Treasury,FXO,Trade,A_TR_FXO,FX Option_TD_Exercise Date Payment Amount,Exercise Date Payment Amount,A_AI_TD_Exercise,Trade,End of Day,Contract Trade Number,Original Premium Accounting,Debit,FX Option - Account Payable,07-003 FX Option - Account Payable,A_AC_Neg,Revenue Sheet,,Reverse and Replace,Accounting Trade Time,Accounting Trade Time,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FXO,Trade,A_TR_FXO,FX Option_TD_Exercise Date Payment Amount,Exercise Date Payment Amount,A_AI_TD_Exercise,Trade,End of Day,Contract Trade Number,Original Premium Accounting,Debit,FX Option - Account Receivable,05-004 FX Option - Account Receivable,A_AC_Pos,Revenue Sheet,,Reverse and Replace,Accounting Trade Time,Accounting Trade Time,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FXO,Trade,A_TR_FXO,FX Option_TD_Exercise Date Payment Amount,Exercise Date Payment Amount,A_AI_TD_Exercise,Trade,End of Day,Contract Trade Number,Original Premium Accounting,Credit,FX Option - P&L On Exchange,05-016 FX Option - P&L On Exchange,A_AC_All,Revenue Sheet,,Reverse and Replace,Accounting Trade Time,Accounting Trade Time,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FXO,Trade,A_TR_FXO,FX Option_TD_Exercise Value Date Payment Amount,Exercise Value Date Payment Amount,A_AI_TD_Exercise,Trade,End of Day,Contract Trade Number,Original Premium Accounting,Debit,Cash Accounts Client,Cash Accounts Client,A_AC_Client,Balance Sheet,,Reverse and Replace,Accounting Value Day,Accounting Value Day,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FXO,Trade,A_TR_FXO,FX Option_TD_Exercise Value Date Payment Amount,Exercise Value Date Payment Amount,A_AI_TD_Exercise,Trade,End of Day,Contract Trade Number,Original Premium Accounting,Debit,Cash Accounts Nostro,Cash Accounts Nostro,A_AC_Nostro,Balance Sheet,,Reverse and Replace,Accounting Value Day,Accounting Value Day,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FXO,Trade,A_TR_FXO,FX Option_TD_Exercise Value Date Payment Amount,Exercise Value Date Payment Amount,A_AI_TD_Exercise,Trade,End of Day,Contract Trade Number,Original Premium Accounting,Credit,FX Option - Account Payable,07-003 FX Option - Account Payable,A_AC_Pos,Revenue Sheet,,Reverse and Replace,Accounting Value Day,Accounting Value Day,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FXO,Trade,A_TR_FXO,FX Option_TD_Exercise Value Date Payment Amount,Exercise Value Date Payment Amount,A_AI_TD_Exercise,Trade,End of Day,Contract Trade Number,Original Premium Accounting,Credit,FX Option - Account Receivable,05-004 FX Option - Account Receivable,A_AC_Neg,Revenue Sheet,,Reverse and Replace,Accounting Value Day,Accounting Value Day,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FXO,Trade,A_TR_FXO,FX Option_TD_Trade Date OffBalance Principal,FX Option off balance entries on trade date,A_AI_TD_Normal,Trade,End of Day,Contract Trade Number,Nominal Amount Accounting Currency 2,Credit,FX Option  - Principal BuyPut - Offbalance,03-012 FX Option  - Principal BuyPut - Offbalance,A_AC_Buy_Contract,Off Balance Sheet,,Reverse and Replace,Accounting Trade Time,Accounting Trade Time,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FXO,Trade,A_TR_FXO,FX Option_TD_Trade Date OffBalance Principal,FX Option off balance entries on trade date,A_AI_TD_Normal,Trade,End of Day,Contract Trade Number,Nominal Amount Accounting Currency 2,Debit,FX Option  - Principal BuyPut Contra - Offbalance,01-012 FX Option  - Principal BuyPut Contra - Offbalance,A_AC_Buy_Contract,Off Balance Sheet,,Reverse and Replace,Accounting Trade Time,Accounting Trade Time,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FXO,Trade,A_TR_FXO,FX Option_TD_Trade Date OffBalance Principal,FX Option off balance entries on trade date,A_AI_TD_Normal,Trade,End of Day,Contract Trade Number,Nominal Amount Accounting,Debit,FX Option - Principal BuyCall - Offbalance,01-011 FX Option - Principal BuyCall - Offbalance,A_AC_Buy_Contract,Off Balance Sheet,,Reverse and Replace,Accounting Trade Time,Accounting Trade Time,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FXO,Trade,A_TR_FXO,FX Option_TD_Trade Date OffBalance Principal,FX Option off balance entries on trade date,A_AI_TD_Normal,Trade,End of Day,Contract Trade Number,Nominal Amount Accounting,Credit,FX Option - Principal BuyCall Contra - Offbalance,03-011 FX Option - Principal BuyCall Contra - Offbalance,A_AC_Buy_Contract,Off Balance Sheet,,Reverse and Replace,Accounting Trade Time,Accounting Trade Time,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FXO,Trade,A_TR_FXO,FX Option_TD_Trade Date OffBalance Principal (Temp),FX Option off balance entries on trade date,A_AI_TD_Normal,Trade,End of Day,Contract Trade Number,Nominal Amount FX Put,Credit,FX Option  - Principal BuyPut - Offbalance,03-012 FX Option  - Principal BuyPut - Offbalance,A_AC_Buy_Contract,Off Balance Sheet,,Reverse and Replace,Accounting Trade Time,Accounting Trade Time,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FXO,Trade,A_TR_FXO,FX Option_TD_Trade Date OffBalance Principal (Temp),FX Option off balance entries on trade date,A_AI_TD_Normal,Trade,End of Day,Contract Trade Number,Nominal Amount FX Put,Debit,FX Option  - Principal BuyPut Contra - Offbalance,01-012 FX Option  - Principal BuyPut Contra - Offbalance,A_AC_Buy_Contract,Off Balance Sheet,,Reverse and Replace,Accounting Trade Time,Accounting Trade Time,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FXO,Trade,A_TR_FXO,FX Option_TD_Trade Date OffBalance Principal (Temp),FX Option off balance entries on trade date,A_AI_TD_Normal,Trade,End of Day,Contract Trade Number,Nominal Amount FX Put,Credit,FX Option  - Principal SellCall - Offbalance,03-014 FX Option  - Principal SellCall - Offbalance,A_AC_Sell_Contract,Off Balance Sheet,,Reverse and Replace,Accounting Trade Time,Accounting Trade Time,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FXO,Trade,A_TR_FXO,FX Option_TD_Trade Date OffBalance Principal (Temp),FX Option off balance entries on trade date,A_AI_TD_Normal,Trade,End of Day,Contract Trade Number,Nominal Amount FX Put,Debit,FX Option  - Principal SellCall Contra - Offbalance,01-014 FX Option  - Principal SellCall Contra - Offbalance,A_AC_Sell_Contract,Off Balance Sheet,,Reverse and Replace,Accounting Trade Time,Accounting Trade Time,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FXO,Trade,A_TR_FXO,FX Option_TD_Trade Date OffBalance Principal (Temp),FX Option off balance entries on trade date,A_AI_TD_Normal,Trade,End of Day,Contract Trade Number,Nominal Amount FX Call,Debit,FX Option - Principal BuyCall - Offbalance,01-011 FX Option - Principal BuyCall - Offbalance,A_AC_Buy_Contract,Off Balance Sheet,,Reverse and Replace,Accounting Trade Time,Accounting Trade Time,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FXO,Trade,A_TR_FXO,FX Option_TD_Trade Date OffBalance Principal (Temp),FX Option off balance entries on trade date,A_AI_TD_Normal,Trade,End of Day,Contract Trade Number,Nominal Amount FX Call,Credit,FX Option - Principal BuyCall Contra - Offbalance,03-011 FX Option - Principal BuyCall Contra - Offbalance,A_AC_Buy_Contract,Off Balance Sheet,,Reverse and Replace,Accounting Trade Time,Accounting Trade Time,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FXO,Trade,A_TR_FXO,FX Option_TD_Trade Date OffBalance Principal (Temp),FX Option off balance entries on trade date,A_AI_TD_Normal,Trade,End of Day,Contract Trade Number,Nominal Amount FX Call,Debit,FX Option - Principal SellPut - Offbalance,01-013 FX Option - Principal SellPut - Offbalance,A_AC_Sell_Contract,Off Balance Sheet,,Reverse and Replace,Accounting Trade Time,Accounting Trade Time,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FXO,Trade,A_TR_FXO,FX Option_TD_Trade Date OffBalance Principal (Temp),FX Option off balance entries on trade date,A_AI_TD_Normal,Trade,End of Day,Contract Trade Number,Nominal Amount FX Call,Credit,FX Option - Principal SellPut Contra - Offbalance,03-013 FX Option - Principal SellPut Contra - Offbalance,A_AC_Sell_Contract,Off Balance Sheet,,Reverse and Replace,Accounting Trade Time,Accounting Trade Time,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FXO,Trade,A_TR_FXO,FX Option_TD_Trade Date Premium,FX Option premium entries on trade date,A_AI_TD_Normal,Trade,End of Day,Contract Trade Number,Original Premium Accounting,Credit,AL Revaluation,05-001 AL Revaluation,A_AC_All,Revenue Sheet,,Reverse and Replace,Accounting Trade Time,Accounting Trade Time,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FXO,Trade,A_TR_FXO,FX Option_TD_Trade Date Premium,FX Option premium entries on trade date,A_AI_TD_Normal,Trade,End of Day,Contract Trade Number,Original Premium Accounting,Debit,FX Option Premium Payable,03-015 FX Option Premium Payable,A_AC_Neg,Balance Sheet,,Reverse and Replace,Accounting Trade Time,Accounting Trade Time,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FXO,Trade,A_TR_FXO,FX Option_TD_Trade Date Premium,FX Option premium entries on trade date,A_AI_TD_Normal,Trade,End of Day,Contract Trade Number,Original Premium Accounting,Debit,FX Option Premium Receivable,01-015 FX Option Premium Receivable,A_AC_Pos,Balance Sheet,,Reverse and Replace,Accounting Trade Time,Accounting Trade Time,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FXO,Trade,A_TR_FXO,FX Option_TD_Value Date Premium,FX Option premium entries on value date,A_AI_TD_Normal,Trade,End of Day,Contract Trade Number,Original Premium Accounting,Debit,Cash Accounts Client,Cash Accounts Client,A_AC_Client,Balance Sheet,,Reverse and Replace,Accounting Value Day,Accounting Value Day,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FXO,Trade,A_TR_FXO,FX Option_TD_Value Date Premium,FX Option premium entries on value date,A_AI_TD_Normal,Trade,End of Day,Contract Trade Number,Original Premium Accounting,Debit,Cash Accounts Nostro,Cash Accounts Nostro,A_AC_Nostro,Balance Sheet,,Reverse and Replace,Accounting Value Day,Accounting Value Day,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FXO,Trade,A_TR_FXO,FX Option_TD_Value Date Premium,FX Option premium entries on value date,A_AI_TD_Normal,Trade,End of Day,Contract Trade Number,Original Premium Accounting,Credit,FX Option Premium Payable,03-015 FX Option Premium Payable,A_AC_Pos,Balance Sheet,,Reverse and Replace,Accounting Value Day,Accounting Value Day,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FXO,Trade,A_TR_FXO,FX Option_TD_Value Date Premium,FX Option premium entries on value date,A_AI_TD_Normal,Trade,End of Day,Contract Trade Number,Original Premium Accounting,Credit,FX Option Premium Receivable,01-015 FX Option Premium Receivable,A_AC_Neg,Balance Sheet,,Reverse and Replace,Accounting Value Day,Accounting Value Day,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,IRS,Trade,A_TR_Swap,IRS_MF_Pay Date Interest,IRS Interest Settlement on pay date,A_AI_MF_InterestOnOpenPosition,Money Flow,End of Day,Contract Trdnbr and Moneyflow,Cash Analysis Projected,Debit,Cash Accounts Nostro,Cash Accounts Nostro,A_AC_All,Balance Sheet,,Reverse and Replace,Accounting Moneyflow Pay Day,Accounting Moneyflow Pay Day,None,No,No,None,Daily,No,,No
Treasury,IRS,Trade,A_TR_Swap,IRS_MF_Pay Date Interest,IRS Interest Settlement on pay date,A_AI_MF_InterestOnOpenPosition,Money Flow,End of Day,Contract Trdnbr and Moneyflow,Cash Analysis Projected,Credit,IRS / CCS - Interest Income,05-019 IRS / CCS - Interest Income,A_AC_All,Revenue Sheet,,Reverse and Replace,Accounting Moneyflow Pay Day,Accounting Moneyflow Pay Day,None,No,No,None,Daily,No,,No
Treasury,IRS,Trade,A_TR_Swap,IRS_MF_Pay Date Termination Fee,IRS Termination Fee on Pay Date,A_AI_MF_TerminationFee,Money Flow,End of Day,Moneyflow,Cash Analysis Projected,Debit,Cash Accounts Nostro,Cash Accounts Nostro,A_AC_All,Balance Sheet,,Reverse and Replace,Accounting Moneyflow Pay Day,Accounting Moneyflow Pay Day,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,IRS,Trade,A_TR_Swap,IRS_MF_Pay Date Termination Fee,IRS Termination Fee on Pay Date,A_AI_MF_TerminationFee,Money Flow,End of Day,Moneyflow,Cash Analysis Projected,Credit,IRS / CCS - Unwind Settlement Payable,03-023 IRS / CCS - Unwind Settlement Payable,A_AC_Pos,Balance Sheet,,Reverse and Replace,Accounting Moneyflow Pay Day,Accounting Moneyflow Pay Day,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,IRS,Trade,A_TR_Swap,IRS_MF_Pay Date Termination Fee,IRS Termination Fee on Pay Date,A_AI_MF_TerminationFee,Money Flow,End of Day,Moneyflow,Cash Analysis Projected,Credit,IRS / CCS - Unwind Settlement Receivable,01-036 IRS / CCS - Unwind Settlement Receivable,A_AC_Neg,Balance Sheet,,Reverse and Replace,Accounting Moneyflow Pay Day,Accounting Moneyflow Pay Day,Mod. Following,Yes,No,None,Daily,No,,No
